uid,ciqual_code,name,name_core,name_tags,main_group,sub_group,sub_sub_group,kcal_sanitized,kcal_calc_ml,energy_flag_ml,protein_g_100g_ml,carbohydrate_g_100g_ml,fat_g_100g_ml,sugars_g_100g_ml,fibres_g_100g_ml,salt_g_100g_ml,alcohol_g_100g_ml,water_g_100g_ml,macro_tags
rabbit-wild-meat-raw_34003,34003,"Rabbit, wild, meat, raw","Rabbit, wild, meat, raw",,"meat, egg and fish",raw meat,other meats,108,108.1,0,21.8,0,2.32,,0,0.13,0,74.5,protein_high;carb_low;fat_low
hen-meat-and-skin-raw_36000,36000,"Hen, meat and skin, raw","Hen, meat and skin, raw",,"meat, egg and fish",raw meat,other meats,215,215,0,17.8,0.4,15.8,0,0,0.18,0,63.7,protein_high;carb_low;fat_high
hen-meat-only-raw_36001,36001,"Hen, meat only, raw","Hen, meat only, raw",,"meat, egg and fish",raw meat,other meats,124,124.2,0,20.9,0,4.51,0,0,0.16,0,73.7,protein_high;carb_low
chicken-stewing-leg-raw_36014,36014,"Chicken, stewing, leg, raw","Chicken, stewing, leg, raw",,"meat, egg and fish",raw meat,other meats,131,131.7,0,19.6,0,5.92,0,0,0.27,0,74.4,protein_high;carb_low;fat_moderate
capon-meat-and-skin-raw_36050,36050,"Capon, meat and skin, raw","Capon, meat and skin, raw",,"meat, egg and fish",raw meat,other meats,183,182.6,0,21.8,0,10.6,0,0,0.56,0,63.2,protein_high;carb_low;fat_high
quail-meat-and-skin-raw_36100,36100,"Quail, meat and skin, raw","Quail, meat and skin, raw",,"meat, egg and fish",raw meat,other meats,136,136,0,21.5,0,5.55,0,0,0.13,0,69.7,protein_high;carb_low;fat_moderate
quail-meat-raw_36101,36101,"Quail, meat, raw","Quail, meat, raw",,"meat, egg and fish",raw meat,other meats,126,126.3,0,22.5,0.5,3.81,0.5,0,0.12,0,70,protein_high;carb_low
duck-meat-raw_36201,36201,"Duck, meat, raw","Duck, meat, raw",,"meat, egg and fish",raw meat,other meats,126,125.6,0,19.4,0,5.33,0,0,0.19,0,72.7,protein_high;carb_low;fat_moderate
duck-leg-meat-and-skin-raw_36203,36203,"Duck, leg, meat and skin, raw","Duck, leg, meat and skin, raw",,"meat, egg and fish",raw meat,other meats,103,,0,18.7,,3.1,,0,0.26,0,72.3,protein_high
duck-meat-and-skin-raw_36204,36204,"Duck, meat and skin, raw","Duck, meat and skin, raw",,"meat, egg and fish",raw meat,other meats,284,284,0,17.4,2.75,22.6,0.2,0,0.14,0,58.6,protein_high;carb_low;fat_high
duck-breast-fillet_36206,36206,"Duck, breast fillet","Duck, breast fillet",,"meat, egg and fish",raw meat,other meats,340,339.6,0,17.9,0.85,29.4,0.7,0,0.21,0,53.2,protein_high;carb_low;fat_high
goose-meat-raw_36500,36500,"Goose, meat, raw","Goose, meat, raw",,"meat, egg and fish",raw meat,other meats,155,154.5,0,22.6,0,7.12,,0,0.2,0,68.3,protein_high;carb_low;fat_moderate
goose-meat-and-skin-raw_36501,36501,"Goose, meat and skin, raw","Goose, meat and skin, raw",,"meat, egg and fish",raw meat,other meats,365,365.2,0,15.7,0,33.6,,0,0.18,0,49.7,protein_high;carb_low;fat_high
pigeon-raw_36600,36600,"Pigeon, raw","Pigeon, raw",,"meat, egg and fish",raw meat,other meats,222,222.4,0,18.9,0.7,16,0.4,0,0.17,0,64.7,protein_high;carb_low;fat_high
guinea-fowl-raw_36700,36700,"Guinea fowl, raw","Guinea fowl, raw",,"meat, egg and fish",raw meat,other meats,143,143,0,22.8,0,5.75,0,0,0.18,0,71.7,protein_high;carb_low;fat_moderate
guinea-fowl-breast-raw_36702,36702,"Guinea fowl, breast, raw","Guinea fowl, breast, raw",,"meat, egg and fish",raw meat,other meats,107,106.7,0,25.1,0,0.7,0,0,0.13,0,75.3,protein_high;carb_low;fat_low
guinea-fowl-leg-raw_36703,36703,"Guinea fowl, leg, raw","Guinea fowl, leg, raw",,"meat, egg and fish",raw meat,other meats,121,121.2,0,21.3,0,4,0,0,0.2,0,73.6,protein_high;carb_low
ostrich-meat-raw_36800,36800,"Ostrich, meat, raw","Ostrich, meat, raw",,"meat, egg and fish",raw meat,other meats,159,159.1,0,20.2,0,8.7,0,0,0.18,0,71.1,protein_high;carb_low;fat_moderate
brain-lamb-raw_40002,40002,"Brain, lamb, raw","Brain, lamb, raw",,"meat, egg and fish",raw meat,offals,122,122,0,10.4,0.8,8.58,,0,0.28,0,79.2,protein_high;carb_low;fat_moderate
brain-pork-raw_40005,40005,"Brain, pork, raw","Brain, pork, raw",,"meat, egg and fish",raw meat,offals,124,124.1,0,10.3,0,9.21,,0,0.3,0,78.4,protein_high;carb_low;fat_moderate
brain-calf-raw_40006,40006,"Brain, calf, raw","Brain, calf, raw",,"meat, egg and fish",raw meat,offals,117,117.1,0,10.3,0.5,8.21,,0,0.32,0,79.8,protein_high;carb_low;fat_moderate
heart-beef-raw_40052,40052,"Heart, beef, raw","Heart, beef, raw",,"meat, egg and fish",raw meat,offals,103,103.4,0,18.5,0.7,2.95,0,0,0.2,0,79,protein_high;carb_low;fat_low
heart-chicken-raw_40054,40054,"Heart, chicken, raw","Heart, chicken, raw",,"meat, egg and fish",raw meat,offals,149,149.1,0,15.6,0.7,9.32,,0,0.17,0,73.6,protein_high;carb_low;fat_moderate
heart-turkey-raw_40055,40055,"Heart, turkey, raw","Heart, turkey, raw",,"meat, egg and fish",raw meat,offals,135,135.4,0,16.7,0.4,7.44,0,0,0.32,0,74.5,protein_high;carb_low;fat_moderate
heart-lamb-raw_40058,40058,"Heart, lamb, raw","Heart, lamb, raw",,"meat, egg and fish",raw meat,offals,119,118.7,0,16.5,0.4,5.68,0.4,0,0.22,0,76.7,protein_high;carb_low;fat_moderate
heart-pork-raw_40060,40060,"Heart, pork, raw","Heart, pork, raw",,"meat, egg and fish",raw meat,offals,109,109,0,17.1,0.4,4.33,0,0,0.2,0,77.4,protein_high;carb_low
heart-veal-raw_40062,40062,"Heart, veal, raw","Heart, veal, raw",,"meat, egg and fish",raw meat,offals,106,106.2,0,16.1,1.8,3.84,,0,0.23,0,77.3,protein_high;carb_low
liver-lamb-raw_40102,40102,"Liver, lamb, raw","Liver, lamb, raw",,"meat, egg and fish",raw meat,offals,148,147.9,0,21.8,2.92,5.45,2,0,0.14,0,71.2,protein_high;carb_low;fat_moderate
liver-young-cow-raw_40104,40104,"Liver, young cow, raw","Liver, young cow, raw",,"meat, egg and fish",raw meat,offals,138,137.4,0,21,3.67,4.3,0,0,0.15,0,70,protein_high;carb_low
liver-calf-raw_40106,40106,"Liver, calf, raw","Liver, calf, raw",,"meat, egg and fish",raw meat,offals,120,115.2,0,15.5,5.64,3.4,0,0,0.16,0,71.6,protein_high;carb_moderate
liver-poultry-raw_40108,40108,"Liver, poultry, raw","Liver, poultry, raw",,"meat, egg and fish",raw meat,offals,133,133.6,0,21.3,1.13,4.88,0,0,0.21,0,,protein_high;carb_low
liver-rabbit-raw_40110,40110,"Liver, rabbit, raw","Liver, rabbit, raw",,"meat, egg and fish",raw meat,offals,132,132,0,19,5,4,3.75,0,0.17,0,70.8,protein_high;carb_moderate
liver-chicken-raw_40111,40111,"Liver, chicken, raw","Liver, chicken, raw",,"meat, egg and fish",raw meat,offals,121,121.2,0,18.8,1.1,4.62,0,0,0.17,0,74.5,protein_high;carb_low
liver-turkey-raw_40115,40115,"Liver, turkey, raw","Liver, turkey, raw",,"meat, egg and fish",raw meat,offals,123,122.7,0,18.3,0,5.5,0,0,0.33,0,75.5,protein_high;carb_low;fat_moderate
liver-pork-raw_40119,40119,"Liver, pork, raw","Liver, pork, raw",,"meat, egg and fish",raw meat,offals,127,127.6,0,20.6,1.85,4.2,1.1,0,0.34,0,72.7,protein_high;carb_low
liver-goose-raw_40120,40120,"Liver, goose, raw","Liver, goose, raw",,"meat, egg and fish",raw meat,offals,129,129,0,16.3,6.3,4.29,,0,0.27,0,71.8,protein_high;carb_moderate
liver-duck-raw_40121,40121,"Liver, duck, raw","Liver, duck, raw",,"meat, egg and fish",raw meat,offals,131,130.4,0,18.7,3.5,4.62,,0,0.27,0,71.8,protein_high;carb_low
tongue-beef-raw_40202,40202,"Tongue, beef, raw","Tongue, beef, raw",,"meat, egg and fish",raw meat,offals,193,193,0,16.8,0.4,13.8,0.2,0,0.17,0,67.7,protein_high;carb_low;fat_high
tongue-calf-raw_40204,40204,"Tongue, calf, raw","Tongue, calf, raw",,"meat, egg and fish",raw meat,offals,151,151.2,0,17,0.9,8.84,,0,0.22,0,71.9,protein_high;carb_low;fat_moderate
tongue-pork-raw_40205,40205,"Tongue, pork, raw","Tongue, pork, raw",,"meat, egg and fish",raw meat,offals,191,190.8,0,16.6,0.5,13.6,0,0,0.25,0,68.8,protein_high;carb_low;fat_high
tongue-lamb-raw_40207,40207,"Tongue, lamb, raw","Tongue, lamb, raw",,"meat, egg and fish",raw meat,offals,167,166.7,0,15.4,1.75,10.9,0.3,0,0.25,0,71,protein_high;carb_low;fat_high
sweetbread-lamb-raw_40302,40302,"Sweetbread, lamb, raw","Sweetbread, lamb, raw",,"meat, egg and fish",raw meat,offals,122,121.8,0,14.6,0,7.04,0,0,0.18,0,74.6,protein_high;carb_low;fat_moderate
sweetbread-calf-raw_40304,40304,"Sweetbread, calf, raw","Sweetbread, calf, raw",,"meat, egg and fish",raw meat,offals,96.6,96.8,0,17.4,0,3.02,0,0,0.19,0,76.6,protein_high;carb_low
kidney-beef-raw_40402,40402,"Kidney, beef, raw","Kidney, beef, raw",,"meat, egg and fish",raw meat,offals,95.9,95.8,0,17.1,0.9,2.65,0,0,0.42,0,79.8,protein_high;carb_low;fat_low
kidney-pork-raw_40404,40404,"Kidney, pork, raw","Kidney, pork, raw",,"meat, egg and fish",raw meat,offals,97.9,98.2,0,16.4,1.1,3.13,,0,0.35,0,79.1,protein_high;carb_low
kidney-lamb-raw_40407,40407,"Kidney, lamb, raw","Kidney, lamb, raw",,"meat, egg and fish",raw meat,offals,94.1,94.2,0,14.7,1.13,3.43,0.3,0,0.52,0,79.7,protein_high;carb_low
kidney-calf-raw_40409,40409,"Kidney, calf, raw","Kidney, calf, raw",,"meat, egg and fish",raw meat,offals,86.1,86,0,16,0.2,2.36,,0,0.46,0,78,protein_high;carb_low;fat_low
tripe-beef-raw_40502,40502,"Tripe, beef, raw","Tripe, beef, raw",,"meat, egg and fish",raw meat,offals,81.5,81.6,0,12.1,0,3.69,0,0,0.24,0,84.2,protein_high;carb_low
blood-beef-raw_40600,40600,"Blood, beef, raw","Blood, beef, raw",,"meat, egg and fish",raw meat,offals,82.1,82.3,0,19.5,0.8,0.12,0.8,0,0.6,0,80.5,protein_high;carb_low;fat_low
gizzard-chicken-raw_40700,40700,"Gizzard, chicken, raw","Gizzard, chicken, raw",,"meat, egg and fish",raw meat,offals,105,105.4,0,17.3,0.6,3.75,0,0,0.18,0,77.8,protein_high;carb_low
cured-meat-and-sausages-average_30900,30900,Cured meat and sausages (average),Cured meat and sausages,note:average,"meat, egg and fish",delicatessen meat and similar,,238,238.6,0,19.7,1.47,17.1,0.86,0.25,2.47,0,58.5,protein_high;carb_low;fat_high
pork-ham-w-parsley-and-jelly_8429,8429,Pork ham w parsley and jelly,Pork ham w parsley and jelly,,"meat, egg and fish",delicatessen meat and similar,cooked ham,152,149,0,19,0.48,7.9,0.3,0,1.67,0,69.6,protein_high;carb_low;fat_moderate
pork-ham-intended-to-be-cooked-or-pork-ham-intended-to-be-roast-bake_28700,28700,"Pork ham, intended to be cooked or pork ham, intended to be roast/bake","Pork ham, intended to be cooked or pork ham, intended to be roast/bake",,"meat, egg and fish",delicatessen meat and similar,cooked ham,161,161.3,0,19.9,0,9.08,0,0,0.16,0,70.1,protein_high;carb_low;fat_moderate
bacon-back_28727,28727,"Bacon, back","Bacon, back",,"meat, egg and fish",delicatessen meat and similar,cooked ham,118,118.6,0,23.1,0.7,2.6,0,0,3.18,0,70.1,protein_high;carb_low;fat_low
cooked-ham-smoked_28803,28803,"Cooked ham, smoked","Cooked ham, smoked",,"meat, egg and fish",delicatessen meat and similar,cooked ham,135,135.4,0,20,0.79,5.8,0.62,0.1,1.93,0,73.2,protein_high;carb_low;fat_moderate
cooked-ham-superior-quality_28900,28900,"Cooked ham, superior quality","Cooked ham, superior quality",,"meat, egg and fish",delicatessen meat and similar,cooked ham,125,125,0,20.8,0.81,4.28,0.77,0,1.79,0,73.3,protein_high;carb_low
cooked-ham-superior-quality-with-rind_28901,28901,"Cooked ham, superior quality, with rind","Cooked ham, superior quality",with_rind,"meat, egg and fish",delicatessen meat and similar,cooked ham,137,136.8,0,20.2,0.91,5.82,0.77,0.33,1.87,0,72.2,protein_high;carb_low;fat_moderate
cooked-ham-superior-quality-rind-less_28902,28902,"Cooked ham, superior quality, rind less","Cooked ham, superior quality, rind less",,"meat, egg and fish",delicatessen meat and similar,cooked ham,117,116.8,0,20.5,0.77,3.52,0.76,0.05,1.87,0,73,protein_high;carb_low
braised-ham-on-the-bone_28905,28905,Braised ham on the bone,Braised ham on the bone,,"meat, egg and fish",delicatessen meat and similar,cooked ham,238,238.8,0,21.6,0.3,16.8,0,0,2.97,0,58.4,protein_high;carb_low;fat_high
cooked-ham-superior-quality-rind-less-and-fatless_28906,28906,"Cooked ham, superior quality, rind less and fatless","Cooked ham, superior quality, rind less and fatless",,"meat, egg and fish",delicatessen meat and similar,cooked ham,119,118.3,0,20.3,1.03,3.66,0.82,0.32,1.82,0,72.8,protein_high;carb_low
cooked-ham-superior-quality-reduced-salt_28907,28907,"Cooked ham, superior quality, reduced salt","Cooked ham, superior quality, reduced salt",,"meat, egg and fish",delicatessen meat and similar,cooked ham,121,120.6,0,20.8,0.74,3.83,0.74,0.22,1.48,0,,protein_high;carb_low
cooked-ham-choice_28910,28910,"Cooked ham, choice","Cooked ham, choice",,"meat, egg and fish",delicatessen meat and similar,cooked ham,125,125.3,0,19.5,1.7,4.5,1.7,0.08,2.1,0,72.3,protein_high;carb_low
cooked-pork-shoulder-choice_28911,28911,"Cooked pork shoulder, choice","Cooked pork shoulder, choice",,"meat, egg and fish",delicatessen meat and similar,cooked ham,121,120.2,0,18,1.93,4.5,1.35,0.3,2.33,0,71.7,protein_high;carb_low
cooked-ham-choice-w-rind_28912,28912,"Cooked ham, choice, w rind","Cooked ham, choice, w rind",,"meat, egg and fish",delicatessen meat and similar,cooked ham,137,136.5,0,19.4,0.55,6.3,0,0,3.06,0,71.5,protein_high;carb_low;fat_moderate
cooked-ham-choice-rind-less-and-fatless_28913,28913,"Cooked ham, choice, rind less and fatless","Cooked ham, choice, rind less and fatless",,"meat, egg and fish",delicatessen meat and similar,cooked ham,114,114,0,19.6,1.61,3.24,1.32,0.15,1.96,0,72.1,protein_high;carb_low
round-of-ham-cooked_28917,28917,"Round of ham, cooked","Round of ham, cooked",,"meat, egg and fish",delicatessen meat and similar,cooked ham,182,182.2,0,20.3,1.4,10.6,,0,,0,66,protein_high;carb_low;fat_high
ham-in-cube-grated-or-minced_28922,28922,"Ham in cube, grated or minced","Ham in cube, grated or minced",,"meat, egg and fish",delicatessen meat and similar,cooked ham,121,120.1,0,17.9,2.08,4.46,1.69,0.36,2.06,0,,protein_high;carb_low
cooked-pork-shoulder-standard-rind-less-and-fatless_28924,28924,"Cooked pork shoulder, standard, rind less and fatless","Cooked pork shoulder, standard, rind less and fatless",,"meat, egg and fish",delicatessen meat and similar,cooked ham,123,122.9,0,13.7,3.58,5.98,,0,3.62,0,71.8,protein_high;carb_low;fat_moderate
cooked-ham-parisian-style-rind-less-and-fatless_28925,28925,"Cooked ham, Parisian-style, rind less and fatless","Cooked ham, Parisian-style, rind less and fatless",style:parisian,"meat, egg and fish",delicatessen meat and similar,cooked ham,115,115.1,0,20,1.08,3.42,,0,,0,,protein_high;carb_low
poultry-ham-in-cube-grated-or-minced_28929,28929,"Poultry ham in cube, grated or minced","Poultry ham in cube, grated or minced",,"meat, egg and fish",delicatessen meat and similar,cooked ham,132,131.2,0,18,1.58,5.88,1.25,0.5,2.2,0,,protein_high;carb_low;fat_moderate
knuckle-of-ham-cooked_28960,28960,"Knuckle of ham, cooked","Knuckle of ham, cooked",,"meat, egg and fish",delicatessen meat and similar,cooked ham,162,162.1,0,23.2,0.4,7.52,0.4,0,2.12,0,65.5,protein_high;carb_low;fat_moderate
chicken-cooked-ham-in-slices_28963,28963,"Chicken cooked ham, in slices","Chicken cooked ham, in slices",,"meat, egg and fish",delicatessen meat and similar,cooked ham,106,104.5,0,20.7,1.39,1.79,1.13,0.53,1.86,0,74.3,protein_high;carb_low;fat_low
turkey-cooked-ham-in-slices_28964,28964,"Turkey cooked ham, in slices","Turkey cooked ham, in slices",,"meat, egg and fish",delicatessen meat and similar,cooked ham,104,103.8,0,20.9,1.29,1.67,1.08,0.39,1.9,0,74,protein_high;carb_low;fat_low
cured-ham-raw_28800,28800,"Cured ham, raw","Cured ham, raw",,"meat, egg and fish",delicatessen meat and similar,raw and cured ham,225,225.4,0,25.9,0.76,13.2,0.75,,5.67,0,50.1,protein_high;carb_low;fat_high
cured-ham-raw-smoked_28801,28801,"Cured ham, raw, smoked","Cured ham, raw, smoked",,"meat, egg and fish",delicatessen meat and similar,raw and cured ham,246,245.6,0,24.2,0.98,16.1,0.53,0,5.17,0,55.8,protein_high;carb_low;fat_high
dry-cured-ham-fat-and-rind-removed_28802,28802,"Dry-cured ham, fat and rind removed","Dry-cured ham, fat and rind removed",,"meat, egg and fish",delicatessen meat and similar,raw and cured ham,192,191.9,0,26.3,0.3,9.5,0.3,0,6.09,0,56.2,protein_high;carb_low;fat_moderate
cured-ham-raw-smoked-reduced-fat_28804,28804,"Cured ham, raw, smoked, reduced fat","Cured ham, raw, smoked, reduced fat",,"meat, egg and fish",delicatessen meat and similar,raw and cured ham,142,141.8,0,27.7,0.1,3.4,,0,4.24,0,63.9,protein_high;carb_low
bayonne-cured-ham-raw-smoked_28811,28811,"Bayonne Cured ham, raw, smoked","Bayonne Cured ham, raw, smoked",,"meat, egg and fish",delicatessen meat and similar,raw and cured ham,228,227.9,0,28,0.63,12.6,0.5,,5.75,0,48.6,protein_high;carb_low;fat_high
dry-cured-ham_28812,28812,Dry-cured ham,Dry-cured ham,,"meat, egg and fish",delicatessen meat and similar,raw and cured ham,230,230.1,0,28.7,0.48,12.6,0.33,,5.7,0,53.2,protein_high;carb_low;fat_high
parma-dry-cured-ham_28844,28844,Parma dry-cured ham,Parma dry-cured ham,,"meat, egg and fish",delicatessen meat and similar,raw and cured ham,248,248.6,0,27.2,0.3,15.4,0.3,0,5.53,0,52.2,protein_high;carb_low;fat_high
serrano-dry-cured-ham_28845,28845,Serrano dry-cured ham,Serrano dry-cured ham,,"meat, egg and fish",delicatessen meat and similar,raw and cured ham,235,235.3,0,30.4,0.76,12.3,0.36,,5.02,0,54.1,protein_high;carb_low;fat_high
coppa_28850,28850,Coppa,Coppa,,"meat, egg and fish",delicatessen meat and similar,raw and cured ham,284,284,0,25,1,20,0.5,0,4.5,0,,protein_high;carb_low;fat_high
pancetta-dried_28858,28858,"Pancetta, dried","Pancetta, dried",,"meat, egg and fish",delicatessen meat and similar,raw and cured ham,342,343,0,20.2,0.75,28.8,0.43,0,4.14,0,43.9,protein_high;carb_low;fat_high
dry-sausage_30300,30300,Dry sausage,Dry sausage,,"meat, egg and fish",delicatessen meat and similar,dry sausages,418,416.9,0,24.2,2.41,34.5,1.2,0.73,4.75,0,30,protein_high;carb_low;fat_high
dry-sausage-pure-pork_30301,30301,"Dry sausage, pure pork","Dry sausage, pure pork",,"meat, egg and fish",delicatessen meat and similar,dry sausages,417,412.7,0,28.7,1.79,32.3,1.4,0,4.46,0,32.8,protein_high;carb_low;fat_high
dry-sausage-pure-pork-superior-quality_30302,30302,"Dry sausage, pure pork, superior quality","Dry sausage, pure pork, superior quality",,"meat, egg and fish",delicatessen meat and similar,dry sausages,366,365.8,0,27.7,1.65,27.6,1.65,0.3,4.22,0,36.9,protein_high;carb_low;fat_high
rosette-dry-sausage_30304,30304,Rosette dry sausage,Rosette dry sausage,,"meat, egg and fish",delicatessen meat and similar,dry sausages,380,380.3,0,24.2,1.79,30.7,1.46,,4.56,0,34.9,protein_high;carb_low;fat_high
sausage-dried_30309,30309,"Sausage, dried","Sausage, dried",,"meat, egg and fish",delicatessen meat and similar,dry sausages,451,449.9,0,27.3,1.7,37.1,1.21,0.59,4.74,0,26.2,protein_high;carb_low;fat_high
dry-sausage-w-walnuts-and-or-hazelnuts_30311,30311,Dry sausage w walnuts and/or hazelnuts,Dry sausage w walnuts and/or hazelnuts,,"meat, egg and fish",delicatessen meat and similar,dry sausages,477,475.2,0,27.7,1.78,39.7,1.04,0.75,4.31,0,,protein_high;carb_low;fat_high
chipolata-sausage-cooked_30005,30005,"Chipolata sausage, cooked","Chipolata sausage, cooked",,"meat, egg and fish",delicatessen meat and similar,sausages,282,280,0,18.8,0.8,22.4,0.4,0,2.15,0,55.4,protein_high;carb_low;fat_high
toulouse-sausage-cooked_30011,30011,"Toulouse sausage, cooked","Toulouse sausage, cooked",,"meat, egg and fish",delicatessen meat and similar,sausages,274,274.1,0,18.8,0,22.1,0,0,1.71,0,54.9,protein_high;carb_low;fat_high
sausage-meat-raw_30050,30050,"Sausage meat, raw","Sausage meat, raw",,"meat, egg and fish",delicatessen meat and similar,sausages,323,323.1,0,14.7,0.6,29.1,,0,1.39,0,54.2,protein_high;carb_low;fat_high
sausage-meat-pure-pork-raw_30051,30051,"Sausage meat, pure pork, raw","Sausage meat, pure pork, raw",,"meat, egg and fish",delicatessen meat and similar,sausages,273,273.4,0,15.4,5.25,21.2,,0,0.14,0,59.2,protein_high;carb_moderate;fat_high
sausage-meat-pork-and-beef-raw_30052,30052,"Sausage meat, pork and beef, raw","Sausage meat, pork and beef, raw",,"meat, egg and fish",delicatessen meat and similar,sausages,309,303.3,0,11.8,4.4,26.5,,2.6,,0,53.8,protein_high;carb_low;fat_high
smoked-sausage-raw_30102,30102,"Smoked sausage, raw","Smoked sausage, raw",,"meat, egg and fish",delicatessen meat and similar,sausages,343.5,,0,16.8,,30.7,0,,1.89,0,49.5,protein_high;fat_high
morteaux-sausage_30104,30104,Morteaux sausage,Morteaux sausage,,"meat, egg and fish",delicatessen meat and similar,sausages,397,397.4,0,16,1,36.6,0.5,0,2.6,0,43.7,protein_high;carb_low;fat_high
montbeliard-sausage_30105,30105,Montbeliard sausage,Montbeliard sausage,,"meat, egg and fish",delicatessen meat and similar,sausages,319,318.9,0,17.3,1,27.3,0.75,0,2.33,0,50.5,protein_high;carb_low;fat_high
morteaux-sausage-boiled-cooked-in-water_30108,30108,"Morteaux sausage, boiled/cooked in water","Morteaux sausage, boiled/cooked in water",,"meat, egg and fish",delicatessen meat and similar,sausages,323,322.7,0,15.2,0,29.1,0,,2.02,0,49.6,protein_high;carb_low;fat_high
toulouse-sausage-raw_30110,30110,"Toulouse sausage, raw","Toulouse sausage, raw",,"meat, egg and fish",delicatessen meat and similar,sausages,327,326.8,0,13.2,1,30,1,,1.89,0,56.2,protein_high;carb_low;fat_high
chipolata-slim-sausage-raw_30115,30115,"Chipolata slim sausage, raw","Chipolata slim sausage, raw",,"meat, egg and fish",delicatessen meat and similar,sausages,253,252.6,0,15.8,1,20.6,0.32,0.4,1.58,0,62.2,protein_high;carb_low;fat_high
smoked-alsatian-sausage-or-landjager_30125,30125,Smoked Alsatian sausage or Landjäger,Smoked Alsatian sausage or Landjäger,,"meat, egg and fish",delicatessen meat and similar,sausages,300.1,,0,19,,24.9,,,2.75,0,49.5,protein_high;fat_high
